tick,router_id,flit_in,flit_out,avg_wait,max_wait,buffer_occ,active_vcs,stalls,credits,crossbar,io_ratio,sw_in_arb,sw_out_arb,empty_vcs,total_wait,min_cred,max_cred,credit_sends
258500,7,51,0,631.39,6100.00,0,0,22,117,12122,0.0000,207,203,60,37883.33,1,4,51
259500,11,30,0,588.33,5500.00,1,1,21,120,7253,0.0000,165,159,59,35300.00,1,4,30
259500,14,54,0,693.10,4500.00,1,1,15,117,11856,0.0000,233,224,59,41585.71,0,4,54
260500,13,59,0,700.95,5700.00,1,1,21,115,13447,0.0000,233,231,59,42057.14,1,4,58
261500,5,64,0,478.24,4700.00,1,1,22,143,17367,0.0000,275,264,71,34433.33,1,4,62
261500,12,32,0,426.39,4666.67,0,0,17,94,4918,0.0000,124,122,48,20466.67,1,4,31
262500,4,43,0,566.11,6100.00,1,1,15,120,6814,0.0000,173,166,59,33966.67,1,4,42
265500,15,29,0,658.33,6500.00,1,1,18,95,5661,0.0000,152,141,47,31600.00,1,4,28
272500,2,38,0,490.83,4400.00,1,1,18,120,9367,0.0000,204,200,59,29450.00,1,4,36
278500,3,40,0,541.67,6000.00,1,1,19,93,9018,0.0000,186,182,47,26000.00,0,4,38
302500,10,261,0,618.75,6250.00,4,4,0,144,21408,0.0000,246,226,68,44550.00,1,4,48
304500,8,51,0,751.67,5850.00,2,2,14,118,11611,0.0000,241,228,58,45100.00,1,4,50
305500,9,55,0,663.19,5300.00,1,1,20,143,16093,0.0000,303,287,71,47750.00,0,4,52
306500,0,28,0,415.10,5200.00,2,3,11,93,4523,0.0000,142,142,46,19925.00,1,4,26
306500,6,50,0,653.24,5000.00,0,1,20,141,17298,0.0000,307,297,72,47033.33,1,4,49
307500,1,41,0,678.75,6300.00,1,2,17,116,11604,0.0000,252,241,59,40725.00,0,4,40
308500,7,58,0,865.00,5250.00,0,2,26,114,16448,0.0000,265,260,60,51900.00,1,4,57
309500,11,48,0,756.39,6400.00,1,2,17,117,11318,0.0000,213,207,59,45383.33,1,4,48
309500,14,33,0,571.11,4500.00,0,0,13,119,10153,0.0000,267,256,60,34266.67,0,4,32
310500,13,35,0,504.44,5400.00,0,0,18,120,13209,0.0000,269,267,60,30266.67,1,4,36
311500,5,53,0,676.62,5000.00,0,0,19,144,16077,0.0000,329,317,72,48716.67,1,4,53
312500,4,65,0,901.11,6100.00,0,1,15,117,10536,0.0000,232,216,60,54066.67,1,4,50
314500,12,23,0,681.25,6000.00,1,1,21,96,5588,0.0000,146,144,47,32700.00,1,4,22
322500,15,26,0,537.33,5400.00,1,1,18,96,6821,0.0000,178,167,47,25791.67,1,4,26
324500,2,47,0,591.11,7200.00,1,1,19,120,12833,0.0000,251,246,59,35466.67,1,4,46
328500,3,39,0,640.62,5600.00,2,2,20,96,10746,0.0000,224,220,46,30750.00,1,4,38
352500,10,555,0,550.23,7500.00,6,6,0,144,24764,0.0000,287,267,66,39616.67,1,4,51
355500,8,48,0,710.56,6200.00,0,0,20,120,15121,0.0000,290,275,60,42633.33,1,4,47
355500,9,56,0,509.03,6100.00,1,1,20,144,22048,0.0000,359,342,71,36650.00,1,4,55
357000,6,72,0,631.97,6500.00,0,0,21,143,25439,0.0000,379,360,72,45501.52,0,4,63
357500,0,26,0,735.07,7000.00,0,0,16,96,6595,0.0000,170,170,48,35283.33,1,4,28
357500,1,53,0,688.89,6100.00,1,1,19,119,16210,0.0000,304,292,59,41333.33,0,4,51
358500,7,53,0,953.10,7500.00,1,1,24,118,18625,0.0000,317,312,59,57185.71,1,4,52
359500,11,26,0,747.78,8500.00,1,1,15,120,8393,0.0000,239,233,59,44866.67,1,4,26
359500,14,54,0,512.92,4400.00,1,1,15,120,15072,0.0000,318,301,59,30775.00,1,4,45
360500,13,50,0,489.44,4000.00,1,1,19,119,18946,0.0000,318,315,59,29366.67,1,4,48
362000,5,51,0,543.29,5250.00,0,0,19,142,20151,0.0000,380,367,72,39116.67,1,4,50
365500,4,33,0,706.39,6750.00,1,1,18,120,11155,0.0000,264,248,59,42383.33,1,4,32
366500,12,42,0,879.86,7500.00,1,1,22,96,9658,0.0000,188,185,47,42233.33,1,4,41
372500,15,34,0,857.18,8100.00,0,1,14,93,8495,0.0000,213,202,48,41144.44,1,4,35
375500,2,44,0,580.56,5000.00,1,1,23,120,16665,0.0000,295,290,59,34833.33,1,4,44
378500,3,35,0,528.47,5166.67,0,0,21,96,12764,0.0000,261,257,48,25366.67,1,4,37
402500,10,486,0,545.14,5100.00,3,3,0,144,27891,0.0000,316,296,69,39250.00,1,4,29
406500,9,37,0,490.97,4100.00,1,1,21,144,20642,0.0000,396,379,71,35350.00,1,4,37
407500,0,47,0,804.17,5000.00,0,0,16,94,11096,0.0000,217,217,48,38600.00,1,4,47
407500,1,57,0,765.83,5300.00,1,2,19,115,21550,0.0000,361,348,59,45950.00,1,4,56
407500,8,46,0,571.11,6000.00,1,1,17,120,16040,0.0000,335,319,59,34266.67,1,4,44
408500,7,46,0,627.59,7100.00,0,0,22,118,21441,0.0000,364,358,60,37655.56,0,4,46
408500,6,39,0,522.22,4600.00,1,1,18,144,19681,0.0000,417,398,71,37600.00,1,4,38
409500,11,38,0,615.00,6150.00,1,1,14,118,11379,0.0000,277,271,59,36900.00,1,4,38
410500,13,41,0,418.73,6000.00,1,1,21,118,19522,0.0000,359,356,59,25123.81,1,4,41
412000,5,54,0,587.04,4100.00,0,0,21,144,26268,0.0000,430,416,72,42266.67,1,4,49
412500,14,39,0,417.22,6100.00,1,1,20,120,16715,0.0000,357,339,59,25033.33,1,4,38
416000,4,59,0,793.61,5600.00,0,0,22,119,20145,0.0000,324,308,60,47616.67,1,4,60
420500,12,40,0,744.79,5500.00,1,1,23,96,11863,0.0000,228,224,47,35750.00,1,4,39
422500,15,42,0,658.07,7200.00,1,1,29,95,15102,0.0000,254,243,47,31587.50,1,4,41
425500,2,57,0,671.47,7500.00,0,1,22,117,21474,0.0000,353,339,60,40288.10,1,4,49
428500,3,46,0,741.67,4600.00,1,1,23,96,16635,0.0000,306,301,47,35600.00,1,4,44
452500,10,347,0,349.31,4700.00,4,4,0,142,31500,0.0000,362,332,68,25150.00,0,4,37
457500,9,55,0,517.36,4900.00,1,1,21,144,26666,0.0000,451,433,71,37250.00,1,4,54
457500,1,36,0,541.11,6100.00,1,1,21,120,19440,0.0000,397,384,59,32466.67,1,4,36
458500,7,18,0,444.17,4400.00,1,1,12,120,10279,0.0000,381,375,59,26650.00,1,4,17
458500,6,29,0,525.00,5700.00,1,1,15,142,17352,0.0000,446,427,71,37800.00,1,4,29
459500,11,27,0,365.56,5400.00,1,1,22,120,13682,0.0000,304,298,59,21933.33,1,4,27
460500,13,39,0,560.00,5900.00,1,1,25,120,23076,0.0000,398,395,59,33600.00,1,4,39
461500,8,41,0,659.17,5300.00,1,1,20,120,19409,0.0000,376,359,59,39550.00,1,4,40
461500,0,36,0,661.46,6600.00,1,1,21,96,13174,0.0000,252,252,47,31750.00,1,4,35
462500,5,31,0,278.24,5433.33,1,1,21,144,21575,0.0000,460,445,71,20033.33,1,4,29
462500,14,39,0,356.11,3166.67,1,1,24,119,21134,0.0000,396,376,59,21366.67,0,4,37
468500,4,33,0,363.33,4600.00,2,2,20,120,15882,0.0000,355,339,58,21800.00,1,4,31
470500,12,53,0,709.38,6000.00,2,2,22,93,15444,0.0000,278,266,46,34050.00,1,4,42
472500,15,28,0,552.43,6400.00,1,1,18,93,11317,0.0000,282,271,47,26516.67,0,4,28
479500,2,42,0,553.06,6000.00,2,2,21,120,18642,0.0000,393,377,58,33183.33,1,4,38
480500,3,23,0,429.17,4500.00,1,1,14,96,11602,0.0000,329,324,47,20600.00,1,4,23
502500,10,391,0,679.02,4000.00,5,5,0,143,36598,0.0000,433,394,67,48889.29,1,4,76
507500,9,80,0,717.07,4600.00,1,1,16,138,33533,0.0000,531,510,71,51629.17,0,4,77
507500,1,40,0,600.56,5500.00,2,2,18,117,20481,0.0000,435,420,58,36033.33,1,4,36
508500,6,56,0,635.73,4500.00,1,3,20,139,28492,0.0000,502,481,71,45772.22,1,4,54
508500,7,31,0,746.67,6000.00,0,0,18,117,18343,0.0000,413,407,60,44800.00,0,4,32
510500,13,67,0,776.39,4900.00,0,0,19,119,32392,0.0000,466,463,60,46583.33,1,4,68
510500,11,39,0,672.78,6600.00,1,1,17,120,14890,0.0000,343,331,59,40366.67,1,4,33
511500,8,77,0,737.44,5400.00,0,1,18,117,30523,0.0000,452,431,60,44246.43,1,4,72
513000,14,91,0,834.68,5266.67,0,0,17,118,35583,0.0000,488,461,60,50080.95,1,4,85
514500,0,27,0,458.33,6900.00,1,1,17,96,11727,0.0000,279,279,47,22000.00,1,4,27
518500,5,69,0,668.29,4900.00,2,2,22,144,31707,0.0000,526,508,70,48116.67,1,4,63
520500,12,40,0,589.55,5766.67,1,2,22,95,16537,0.0000,319,306,47,28298.48,1,4,40
522000,4,46,0,461.67,5900.00,1,1,22,120,22882,0.0000,402,385,59,27700.00,1,4,46
522500,15,47,0,613.54,3500.00,0,0,19,96,19162,0.0000,330,319,48,29450.00,1,4,48
529500,2,42,0,591.57,5611.11,0,1,22,117,25468,0.0000,437,419,60,35494.44,1,4,42
531500,3,16,0,472.92,4100.00,0,0,12,96,9649,0.0000,346,341,48,22700.00,1,4,17
552500,10,298,0,592.13,4200.00,4,4,0,143,43610,0.0000,506,459,68,42633.33,0,4,75
557500,1,40,0,573.75,6500.00,0,0,21,120,25104,0.0000,473,458,60,34425.00,1,4,38
557500,9,59,0,774.31,6300.00,3,3,19,144,33077,0.0000,588,566,69,55750.00,1,4,56
558500,6,60,0,519.68,4650.00,0,1,21,142,35356,0.0000,563,541,72,37416.67,1,4,60
559000,7,19,0,564.17,5000.00,1,1,14,118,12898,0.0000,431,425,59,33850.00,1,4,18
560500,11,31,0,627.22,5666.67,2,3,17,115,13780,0.0000,373,360,58,37633.33,0,4,29
560500,13,45,0,700.00,5600.00,0,0,18,117,27640,0.0000,511,508,60,42000.00,1,4,45
562500,8,43,0,738.33,7500.00,0,0,22,119,27618,0.0000,495,474,60,44300.00,1,4,43
563000,14,49,0,514.17,4600.00,0,0,17,119,27242,0.0000,537,510,60,30850.00,1,4,49
564500,0,23,0,558.33,9600.00,1,1,16,96,11366,0.0000,302,302,47,26800.00,1,4,23
568500,5,77,0,905.79,8500.00,1,1,18,143,43819,0.0000,604,586,71,65216.67,1,4,78
571500,12,26,0,560.19,6400.00,1,1,16,96,12197,0.0000,345,332,47,26888.89,1,4,26
572500,4,36,0,553.61,6350.00,0,0,19,120,20692,0.0000,439,422,60,33216.67,1,4,37
573500,15,21,0,454.17,5100.00,0,0,8,96,8567,0.0000,351,340,48,21800.00,1,4,21
579500,2,23,0,580.83,6500.00,1,1,16,119,15022,0.0000,459,440,59,34850.00,0,4,21
581500,3,24,0,485.42,6000.00,1,1,16,96,12670,0.0000,369,362,47,23300.00,1,4,21
602500,10,412,0,555.44,5100.00,5,5,0,144,48008,0.0000,553,506,67,39991.67,1,4,52
607500,9,82,0,612.30,5800.00,0,1,16,141,40751,0.0000,672,626,72,44085.71,1,4,60
607500,1,40,0,730.83,9500.00,0,0,21,120,27765,0.0000,513,497,60,43850.00,1,4,39
608500,6,51,0,456.48,6100.00,0,0,18,142,33386,0.0000,614,592,72,32866.67,1,4,51
609000,7,65,0,801.25,5525.00,2,3,14,115,24586,0.0000,491,484,58,48075.00,1,4,59
610500,11,54,0,753.53,6000.00,0,0,13,115,20195,0.0000,429,409,60,45211.90,1,4,49
610500,13,58,0,690.83,6000.00,0,0,28,117,39957,0.0000,568,564,60,41450.00,1,4,56
613000,14,36,0,440.00,5100.00,1,1,22,117,28996,0.0000,572,545,59,26400.00,1,4,35
615500,0,33,0,438.54,5600.00,0,0,22,96,17623,0.0000,336,336,48,21050.00,1,4,34
615500,8,36,0,419.44,5100.00,1,1,24,120,28075,0.0000,530,509,59,25166.67,1,4,35
618500,5,43,0,532.18,5100.00,0,0,18,143,31648,0.0000,648,629,72,38316.67,1,4,43
622500,4,37,0,521.67,5100.00,1,1,23,120,24288,0.0000,475,458,59,31300.00,1,4,36
623500,12,42,0,561.11,5750.00,1,1,22,96,21986,0.0000,387,373,47,26933.33,1,4,41
624500,15,36,0,694.44,7000.00,0,0,20,96,19830,0.0000,387,376,48,33333.33,1,4,36
629500,2,25,0,372.50,4000.00,1,2,14,118,15854,0.0000,484,464,59,22350.00,1,4,24
632500,3,27,0,607.29,6250.00,1,1,10,96,12412,0.0000,396,388,47,29150.00,1,4,26
652500,10,282,0,380.56,4100.00,3,3,0,142,52177,0.0000,585,538,69,27400.00,1,4,37
657500,1,54,0,649.72,5000.00,2,2,21,118,33822,0.0000,562,545,58,38983.33,0,4,48
657500,9,51,0,567.51,5100.00,0,0,24,142,42152,0.0000,723,676,72,40860.61,1,4,50
659500,7,35,0,808.06,6750.00,1,1,17,120,24582,0.0000,527,517,59,48483.33,1,4,33
659500,6,34,0,412.50,4000.00,1,1,24,144,34055,0.0000,647,625,71,29700.00,1,4,33
660500,13,38,0,566.67,5100.00,0,0,28,120,38501,0.0000,606,602,60,34000.00,1,4,38
661500,11,29,0,370.00,6400.00,1,1,18,120,19450,0.0000,457,437,59,22200.00,1,4,28
663000,14,35,0,483.57,5214.29,1,1,20,118,28170,0.0000,607,580,59,29014.29,1,4,35
665500,8,36,0,536.11,6100.00,1,1,19,120,25981,0.0000,566,545,59,32166.67,1,4,36
667500,0,30,0,420.83,4500.00,2,2,18,96,15801,0.0000,364,364,46,20200.00,1,4,28
668500,5,51,0,592.82,5100.00,1,1,28,141,47783,0.0000,698,679,71,42683.33,0,4,50
672500,4,55,0,668.33,7000.00,1,1,20,120,28292,0.0000,527,499,59,40100.00,1,4,41
674500,15,29,0,567.36,7500.00,1,2,17,93,16771,0.0000,415,403,47,27233.33,1,4,27
680500,12,17,0,420.83,5000.00,1,1,13,96,11475,0.0000,404,390,47,20200.00,1,4,17
685500,3,43,0,671.53,5000.00,1,1,24,96,25425,0.0000,439,431,47,32233.33,1,4,43
686500,2,59,0,450.18,5000.00,1,1,24,120,38441,0.0000,543,521,59,27010.87,1,4,57
702500,10,350,0,504.63,5350.00,3,3,0,144,56099,0.0000,631,584,69,36333.33,1,4,61
707500,1,41,0,553.33,6500.00,1,1,23,120,34511,0.0000,604,585,59,33200.00,1,4,40
707500,9,57,0,541.67,5600.00,0,1,20,141,47881,0.0000,780,732,72,39000.00,1,4,56
709500,7,38,0,760.74,5500.00,2,3,17,117,26774,0.0000,564,552,58,45644.44,1,4,35
710500,6,45,0,545.14,5100.00,1,1,16,144,36347,0.0000,692,670,71,39250.00,1,4,45
711500,11,41,0,745.83,6500.00,1,1,20,117,26070,0.0000,498,478,59,44750.00,1,4,41
711500,13,47,0,516.67,7100.00,1,1,21,120,35599,0.0000,652,647,59,31000.00,1,4,45
713000,14,35,0,550.83,7000.00,1,2,16,116,28038,0.0000,642,615,59,33050.00,0,4,35
715500,8,44,0,670.28,5500.00,1,1,23,120,35723,0.0000,610,589,59,40216.67,1,4,44
718500,5,57,0,495.37,5800.00,1,1,23,140,51497,0.0000,755,735,71,35666.67,0,4,56
724500,15,59,0,917.11,5100.00,0,2,18,90,29190,0.0000,474,461,48,44021.43,1,4,58
724500,4,62,0,628.33,4966.67,1,1,18,120,33250,0.0000,589,554,59,37700.00,1,4,55
725500,0,39,0,582.99,5333.33,1,1,8,96,14206,0.0000,403,399,47,27983.33,1,4,35
735500,3,43,0,677.60,8800.00,1,1,18,96,24374,0.0000,481,467,47,32525.00,1,4,36
736500,2,19,0,336.67,4000.00,3,3,12,120,12759,0.0000,560,538,57,20200.00,1,4,17
746500,12,44,0,787.50,7700.00,1,1,20,96,23534,0.0000,448,433,47,37800.00,1,4,43
752500,10,362,0,236.11,3000.00,6,6,0,143,59068,0.0000,644,597,66,17000.00,0,4,23
757500,1,34,0,546.94,5100.00,0,1,17,117,31305,0.0000,639,620,60,32816.67,1,4,35
757500,9,32,0,471.53,6500.00,1,1,18,144,31339,0.0000,811,762,71,33950.00,1,4,30
759500,7,40,0,504.46,7800.00,1,1,17,117,29880,0.0000,605,593,59,30267.42,0,4,41
760500,6,33,0,368.52,4000.00,0,0,16,141,32341,0.0000,726,704,72,26533.33,0,4,34
761500,11,39,0,446.67,8000.00,0,1,18,117,25326,0.0000,538,518,60,26800.00,1,4,40
761500,13,45,0,538.89,5000.00,1,1,19,120,34699,0.0000,697,692,59,32333.33,1,4,45
764500,14,43,0,473.33,4000.00,1,1,21,120,37515,0.0000,685,658,59,28400.00,1,4,43
768500,5,47,0,501.39,4100.00,1,1,22,144,48482,0.0000,802,782,71,36100.00,1,4,47
771500,8,30,0,611.67,6700.00,2,2,14,120,25408,0.0000,639,618,58,36700.00,1,4,29
774500,15,25,0,500.69,7333.33,1,1,18,94,19395,0.0000,498,485,47,24033.33,1,4,24
774500,4,17,0,626.67,6100.00,0,0,8,119,12955,0.0000,607,572,60,37600.00,0,4,18
778500,0,20,0,408.33,3500.00,1,1,13,96,12292,0.0000,423,418,47,19600.00,1,4,19
786500,2,31,0,557.50,5000.00,0,0,17,120,23322,0.0000,593,570,60,33450.00,1,4,32
789500,3,21,0,339.58,5100.00,1,1,13,96,16271,0.0000,502,488,47,16300.00,1,4,21
797000,12,35,0,760.42,6000.00,0,0,22,96,25312,0.0000,484,469,48,36500.00,1,4,36
802500,10,446,0,424.54,3666.67,5,5,0,141,61471,0.0000,681,633,67,30566.67,0,4,41
807500,1,65,0,712.12,6600.00,1,1,18,120,44104,0.0000,700,674,59,42727.27,1,4,54
808500,9,45,0,439.35,4600.00,1,1,22,144,46987,0.0000,856,801,71,31633.33,1,4,39
809500,7,32,0,616.11,6100.00,1,1,18,119,29247,0.0000,637,625,59,36966.67,1,4,32
811000,6,34,0,445.83,4500.00,0,0,18,143,33094,0.0000,760,737,72,32100.00,0,4,33
811500,13,27,0,367.41,4100.00,1,2,15,117,28244,0.0000,724,719,59,22044.44,1,4,27
812500,11,37,0,611.31,7045.45,0,0,22,120,31670,0.0000,575,555,60,36678.79,1,4,37
814500,14,29,0,448.61,4400.00,1,1,13,119,26282,0.0000,714,686,59,26916.67,1,4,28
818500,5,58,0,741.36,6400.00,1,2,17,138,51861,0.0000,860,839,71,53377.78,1,4,57
821500,8,52,0,833.33,5000.00,2,2,18,115,34007,0.0000,691,667,58,50000.00,0,4,49
824500,4,37,0,607.50,6700.00,1,1,13,118,27666,0.0000,643,607,59,36450.00,1,4,35
824500,15,29,0,672.14,8312.50,0,1,18,93,23502,0.0000,528,515,48,32262.50,1,4,30
829000,0,28,0,431.25,3400.00,0,0,17,96,17839,0.0000,452,447,48,20700.00,1,4,29
837500,2,30,0,461.67,4100.00,0,0,17,120,25753,0.0000,623,600,60,27700.00,1,4,30
839500,3,25,0,507.29,5333.33,1,1,14,94,19018,0.0000,527,513,47,24350.00,1,4,25
847000,12,31,0,525.69,5550.00,1,1,16,93,21287,0.0000,514,499,47,25233.33,1,4,30
852500,10,372,0,523.61,4650.00,3,3,0,140,65753,0.0000,731,683,69,37700.00,1,4,60
857500,1,32,0,395.83,3350.00,1,1,14,119,26813,0.0000,732,700,59,23750.00,0,4,26
858500,9,64,0,578.47,5900.00,1,1,19,144,51983,0.0000,920,859,71,41650.00,1,4,58
859500,7,64,0,733.33,6000.00,1,1,26,118,53153,0.0000,701,687,59,44000.00,1,4,62
861000,6,53,0,481.48,6200.00,0,0,24,142,52631,0.0000,813,790,72,34666.67,1,4,53
861500,13,53,0,846.11,6900.00,0,0,23,118,50025,0.0000,778,773,60,50766.67,1,4,54
863500,11,54,0,815.56,5100.00,0,0,24,120,40781,0.0000,629,608,60,48933.33,1,4,53
864500,14,58,0,597.88,5000.00,1,1,15,117,45471,0.0000,769,738,59,35872.73,1,4,52
868500,5,51,0,600.93,6250.00,0,1,25,142,59614,0.0000,912,890,72,43266.67,1,4,51
871500,8,37,0,708.33,6500.00,1,1,21,120,36416,0.0000,729,704,59,42500.00,1,4,37
874500,4,36,0,500.00,5100.00,1,1,20,120,33200,0.0000,679,643,59,30000.00,1,4,36
877500,15,46,0,655.56,6033.33,1,1,28,96,35976,0.0000,573,560,47,31466.67,1,4,45
884500,0,16,0,379.17,6100.00,1,1,13,96,12754,0.0000,467,462,47,18200.00,1,4,15
887500,2,48,0,595.83,5650.00,1,1,22,120,39295,0.0000,670,645,59,35750.00,1,4,45
